Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
1/21/2021,1/1/2020,1/16/2021,New Jersey,Male,85 years and over,"2,329","12,641","1,874","1,118",24,"3,109",
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,All Ages,"8,191","47,661","5,935","3,841",63,"10,340",
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,Under 1 year,0,152,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,0-17 years,,231,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,1-4 years,,23,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,5-14 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,15-24 years,,158,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,18-29 years,23,336,21,10,0,34,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,25-34 years,42,450,35,18,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,30-49 years,182,"1,712",145,85,,246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,35-44 years,77,786,58,36,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,45-54 years,246,"1,726",198,122,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,50-64 years,894,"5,407",653,442,,"1,112",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,55-64 years,729,"4,359",521,360,,896,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,65-74 years,"1,303","7,291",963,648,,"1,623",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,75-84 years,"2,170","11,501","1,662","1,099",12,"2,744",
1/21/2021,1/1/2020,1/16/2021,New Jersey,Female,85 years and over,"3,617","21,183","2,488","1,557",30,"4,575",
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,All Sexes,All Ages,"2,287","21,669","2,103","1,081",60,"3,368",
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,All Ages,"1,235","11,642","1,176",606,31,"1,836",
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,Under 1 year,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,0-17 years,,110,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,1-4 years,0,13,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,5-14 years,,25,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,15-24 years,,190,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,18-29 years,11,387,12,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,25-34 years,33,520,28,15,0,46,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,30-49 years,111,"1,334",105,68,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,35-44 years,54,653,49,33,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,45-54 years,87,872,91,53,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,50-64 years,244,"2,242",231,130,10,355,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,55-64 years,191,"1,761",178,100,,273,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,65-74 years,293,"2,454",272,147,,426,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,75-84 years,311,"2,710",304,150,,472,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Male,85 years and over,264,"2,405",250,106,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,All Ages,"1,052","10,027",927,475,29,"1,532",
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,Under 1 year,0,32,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,0-17 years,0,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,5-14 years,0,10,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,15-24 years,,76,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,18-29 years,,149,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,25-34 years,14,240,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,30-49 years,60,714,65,38,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,35-44 years,29,341,31,19,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,45-54 years,61,540,56,37,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,50-64 years,165,"1,388",160,91,,243,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,55-64 years,125,"1,067",128,67,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,65-74 years,208,"1,852",201,109,,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,75-84 years,276,"2,458",252,122,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Female,85 years and over,336,"3,404",241,113,,468,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New York,All Sexes,All Ages,"16,348","122,469","15,263","7,370",278,"24,497",
1/21/2021,1/1/2020,1/16/2021,New York,Male,All Ages,"8,562","61,559","8,269","4,077",141,"12,883",
1/21/2021,1/1/2020,1/16/2021,New York,Male,Under 1 year,,264,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,0-17 years,,451,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,1-4 years,,41,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,5-14 years,,74,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,15-24 years,15,617,18,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,18-29 years,38,"1,193",43,15,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,25-34 years,59,"1,463",61,28,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,30-49 years,358,"4,075",276,166,,475,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,35-44 years,156,"1,959",115,63,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,45-54 years,451,"3,528",359,225,,592,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Male,50-64 years,"1,442","10,710","1,241",716,26,"1,991",
1/21/2021,1/1/2020,1/16/2021,New York,Male,55-64 years,"1,157","8,483","1,007",574,23,"1,611",
1/21/2021,1/1/2020,1/16/2021,New York,Male,65-74 years,"1,985","12,893","1,838",978,31,"2,872",
1/21/2021,1/1/2020,1/16/2021,New York,Male,75-84 years,"2,357","15,259","2,277","1,127",36,"3,541",
1/21/2021,1/1/2020,1/16/2021,New York,Male,85 years and over,"2,378","16,978","2,587","1,073",36,"3,924",
1/21/2021,1/1/2020,1/16/2021,New York,Female,All Ages,"7,786","60,906","6,994","3,293",137,"11,614",
1/21/2021,1/1/2020,1/16/2021,New York,Female,Under 1 year,0,210,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,0-17 years,,330,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,1-4 years,0,35,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,5-14 years,,58,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,15-24 years,,229,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,18-29 years,14,455,19,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,25-34 years,26,605,27,12,0,41,
1/21/2021,1/1/2020,1/16/2021,New York,Female,30-49 years,151,"2,117",144,70,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,35-44 years,68,971,59,30,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,45-54 years,175,"1,988",169,78,,270,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Female,50-64 years,683,"6,562",708,335,20,"1,074",
1/21/2021,1/1/2020,1/16/2021,New York,Female,55-64 years,577,"5,368",606,290,16,908,
1/21/2021,1/1/2020,1/16/2021,New York,Female,65-74 years,"1,171","9,441","1,130",564,23,"1,760",
1/21/2021,1/1/2020,1/16/2021,New York,Female,75-84 years,"1,925","14,259","1,784",870,27,"2,866",
1/21/2021,1/1/2020,1/16/2021,New York,Female,85 years and over,"3,840","27,742","3,205","1,449",57,"5,645",
1/21/2021,1/1/2020,1/16/2021,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,New York,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,New York,Unknown,5-14 years,0,0,0,0,0,0,
